files,num_threads,document_load_time,chunking_time,vector_store_time,query_time_1,query_time_2,query_time_3,query_time_4
1,32,1.5768592357635498,2.384185791015625e-07,2.453190565109253,0.021103382110595703,0.021720170974731445,0.0224606990814209,0.02137613296508789
2,32,1.9354324340820312,2.384185791015625e-07,6.03428316116333,0.021456480026245117,0.020094633102416992,0.020134449005126953,0.019833087921142578
3,32,10.920085430145264,4.76837158203125e-07,113.77104830741882,0.022996187210083008,0.022537708282470703,0.02065730094909668,0.02216482162475586
