files,num_threads,document_load_time,chunking_time,vector_store_time,query_time_1,query_time_2,query_time_3,query_time_4
1,32,1.6566145420074463,2.384185791015625e-07,1.9070055484771729,0.013280630111694336,0.011981010437011719,0.010699272155761719,0.01127934455871582
2,32,1.9743895530700684,2.384185791015625e-07,4.216696262359619,0.013576269149780273,0.011878013610839844,0.010973453521728516,0.011496543884277344
3,32,10.889179229736328,2.384185791015625e-07,67.54265427589417,0.014158487319946289,0.012645721435546875,0.011727333068847656,0.011985540390014648
